,Nickname,Visit,Title,Review,Traveler_type,Families
951,ChrisElvin,16-Mar,Excellent food!!,"Not a bad burger place. When they first opened it was awesome, the bread and fries were worthy of the burgers they served. Now, the bread is stale, the burgers are not that good and you can get better fries from Costco. They cut alot...More",Friends,
952,stikara,16-Mar,Excellent Burger!,"This place serves up delicious burgers and has an industrial, hip, contemporary vibe.  Great service, although you can wait awhile to be seated.  Burgers are big, so you'll get your money's worth.  And for NYC, the prices are pretty good.  We've been twice in the...More",Friends,
953,RobBWI,16-Jan,Nothing Special - Food a bit boring.,"Arrived here a bit after 7pm, was lucky to walk straight onto a table, there was quickly a large que of people waiting to be sat. 
Staff were fast and efficient, choice was good but not the widest I have come across. Burger was good...More",Solo,
954,Kittykat103,16-Mar,Wish we'd discovered it sooner!,"Yes - it is an expensive burger $17.50 - but everything is expensive in NYC!!   This burger is well worth the cost!!!  Very moist, cooked to perfection, LARGE sized patty, great service!!  Wait for a table was only a few minutes.   Atmosphere is loud -...More",Couples,
955,broadcast9,16-Mar,Very good- but not transcendent burger,We ate at 5 Napkin Burger and had their signature burger. It was absolutely delicious! We loved it. We also shared a side order of onion rings which were also great.,Couples,
956,cthemome,16-Mar,Good food,We have eaten here a couple of times while in NYC.  If you are looking for a simple burger/sandwich option this place is fine.  The mahi tacos were pretty bland.  Sides of tots and onion rings were also bland.  The atmosphere is nice although usually...More,Families,
957,Lisa W,16-Mar,Great place for dinner,"New to New York our intention was to eat our first NY burger in Shake Shack, so pleased we were recommended this little gem instead whilst passing on a night time bus tour. Atmosphere, food, service and my son's amazing shake were all faultless. Just...More",Couples,
958,Matt T,16-Mar,"Loved this place in the past, wish I could rate it higher",Extremely moist- but undercooked- completely pink inside for Medium Rare.   Fries were average- nothing exceptional.   Service was very prompt and polite.,Friends,
959,ZaniCarter,16-Mar,Great place for a locals lunch,Had dinner here before our show. The food was delicious & we had great service. Their chocolate cake is a must.,Couples,
960,Brandi H,16-Jan,Great Burger! Awesome Server!,Five Napkin Burger on 9th was great. Food was good and service was good. Burgers are huge. Bring you appetite! I had the fish tacos. They were excellent!,Friends,
961,IowaPat,16-Mar,Great Place for Burgers and More!,"I've been a long time customer of Five Napkin Burger. I go almost every time that I come to the city. However, this previous visit was sub par. First off, our server took forever to do anything. We ordered drinks and then waited 12 minutes...More",Solo,
962,178donnab,16-Mar,Buzzing bar,"This place was buzzing for Sunday lunch and looks to be a popular locals hangout. The prices are fairly reasonable for burgers and sandwiches. If you are looking for healthy, there isn't much on offer, but the food is good. The salted caramel shake and...More",Couples,
963,rayf38,16-Mar,Great burger,I ate here after the hotel concierge recommended it. It was a few blocks from my hotel. I'm normally a Shake Shack kinda girl but I decided to give it a try. They prices are definitely higher than most places but the portions are a...More,Business,
964,Pemsie,16-Mar,Perfect burger,In the Hell's Kitchen area where restaurants abound. Stopped in for lunch. Had a burger the night before so ordered the fish tacos. WOW. Very good and flavorful. Other had chicken tacos and the buffalo chicken sandwich. All very happy with the food. Need to...More,Couples,
965,Deb M,16-Feb,Great burger selection ,"This joint was only a short walk from our hotel and after a long day sightseeing we wanted a hearty meal an boy we were not disappointed. 
The place was packed an there was a 15 minute wait but we were given a pager so...More",Solo,
966,Mr_CONCIERGE_NYC,16-Mar,A BURGER WITH NO BUN!!!!!!,"Restaurant very packed with tables on top of each other so you are too close to the people next to you. Also, always loads of people waiting at the bar and if you have a table near the bar it can be uncomfortable. On the...More",Couples,
967,jeepster13,15-May,DAMN GOOD,"Took the ""5 napkin burger"", very tasty and the rosemaryaioli is amazing! Very resonable price for what you get! Nice straff!",Business,
968,Elizabeth G,16-Mar,Delicious food and excellent service ,"Went for a pre-theater dinner and had a GREAT ahi tuna burger. Great atmosphere and service. The thing I may love the most is the portion sizes - good-sized burgers, that are more about the taste and quality than size.",Business,
969,SeanathonL67,16-Mar,The real deal!,I LOVE BURGERS!!!!!!!! I love everything about them.The greasiness of the burger. But lately I've had to make some healthy choices in the foods I eat. I cannot give up burgers and french fries. My experience at five napkins burger was amazing I got to...More,Friends,
970,Frenchy28,16-Mar,Great Burgers!,I was really shocked at how good our food was. Our burgers were so packed with flavor. The meat was great. Their options are very interesting and yummy. It was hard to choose just one burger! Also they had a s'mores shake that was delicious...More,Solo,
971,Sapphire5860,15-Oct,"Busy, Noisy, Delicious!","This place came recommended to us by a friend so we decided to try it for dinner. From the moment we walked in we were greeted and brought to a nice cosy table, no waiting. Our waiter, who I never got his name and I'm...More",Couples,
972,Rhodesm,16-Mar,Big Crowd 4 Big Food ,"Can't speak highly enough at our experience of 5 napkin burger, top to bottom excellence. Warmly greeted,promptly seated and the waiters were very attentive, then the food was absolutely beautiful. There was also a really nice atmosphere in the restraunt not too loud,not too quiet....More",Business,
973,janycem2013,16-Feb,Great fries and onion rings,"We have Been to 5Napkin Burger for dinner and weren't disappointed.

Good & fast service. Huge burgers! Def worth your money! The cheese cake was pretty good too.
Just an easy choice if you want a good burger.",Business,
974,cranberries0928,16-Feb,The name says it,"Travelled to NYC in 2014 and couldn't get into this place as the line was so long, so on our return trip in October 2015 we booked an early dinner to make sure we didn't miss out.  It was a great experience.   The Original Burger...More",Friends,
975,LeighSinton,16-Feb,"great burger, great buzz","We were looking for a non chain, unique place and stumbled on 5 Napkin Burger. Tasty burger, onion rings with pickled slaw leaves your mouth realizing this is not the normal place. Great food, service, timely delivery to your table of a tasty meal. Try...More",Families,
976,skittlesip,16-Feb,Okay but got sick ,Our second trip to this busy restaurant was as good as last year.  Were told 30 minutes and were seated in less than 10.  Turnover is fast and there's a bar to wait at. We shared  a Kufte lamb burger which was delicious as were...More,Couples,
977,brighteyes123,16-Feb,Food fantastic. Service rude,"Yes, five napkins at least for the juicy burgers, certainly one of NYC's best.  The BBLT was a standout.  This is a popular spot for Upper West Siders, very busy with families on the weekends, but worth the wait.",Solo,
978,Chazmataz1987,15-May,Best burger I've ever had. Had to go back again on my 6 day trip!,"Called in late to the Hell's Kitchen branch after checking in at our Midtown hotel - the place was packed but the waiter found us a corner with minimal fuss. Food was great (huge, juicy burger in a perfectly toasted brioche bun for me; ribs...More",Families,
979,GeorgeGFH,16-Feb,LOVED IT!,Place is really cozy and a nice stop during sightseeing. Prices are okay and so was the food. Unfortunately I got sick after the shrimp salad. This should not happen and ruined one of two days in New York.,Friends,
980,HelenNapoli,16-Feb,Great food and not too pricey,"The food here is fantastic. One of the best burgers ive tasted in a long time. My girlfriend had the veggie burger and agreed the quality was great. I found the service from one waiter very rude though, and everytime i spoke before my girlfriend...More",Couples,
