,Nickname,Visit,Title,Review,Traveler_type,Restaurant
1369,scostelloe,17-Feb,Vegan Paradise,"Was looking for a spot for a quick bite on 46 the streetbefore a Broadway Show and ended up at Bareburger. 'Perfect' doesn't come close to summing up our experience. This grass fed, organic build your own burger and salad joint was so tasty, with...More",Couples,Bareburger
1370,nadial561,17-Feb,Good burgers but the check gets on your table as soon as you start your last bite,"I recently ate here during a trip to NYC after seeing loads of amazing images on instagram of the food... and it looked even better in person!

Im vegan and my boyfriends a meat eater so we often struggle to find places that suit both...More",Friends,Bareburger
1371,omaraY584QJ,17-Feb,"Tasty, tasty, tasty, and ... healthy ",The burgers tasted good and I liked the fact that we could make our own. Fries were also tasty but too oily. One thing i disliked is that the check was put on the table as soon as I grabbed my last bite and I...More,Families,Bareburger
1372,netraveler4,17-Feb,"Fresh, light, healthy!",Best in class hamburgers. Made as you wish. Including sprouted buns and all kind of different meats and vegetables. Worth to come in a lively environment.,Solo,Bareburger
1373,Rob007Kent_UK,17-Feb,"Sometimes as simply as a burger, fries and shake....","Had lunch at Bareburger.  Lovely service, truly excellent fresh food.  Several of us being vegetarian thoroughly enjoyed all the choices.  Would return in a second.",Business,Bareburger
1374,jkabel,17-Feb,"easy and good, and vegan for those that need","This is a great little restaurant serving good quality burgers, sandwiches and salads.  The menu is quite extensive with the ability to build your own burger or choose a pre-selected.  The food was served quickly and the service was prompt and efficient.  We enjoyed wonderful,...More",Solo,Bareburger
1375,costumerppp,17-Feb,delicious sandwich,"great place, cheep, fast, in the theater district 

i am a veg head, and i love the food here, my friend loves meat and they loved their different type of burgers.

ring, things, fried pickles perfection",Friends,Bareburger
1376,Wentink,17-Feb,"Very tasty food, nice staff",I recently stopped at Bareburger for a quick dinner bite while my husband was working out of town. He has eaten at this restaurnat several times for business lunches and had many good things to say about the menu and taste of the food. The...More,Friends,Bareburger
1377,DarrenHumphrey,17-Feb,Delicious but over priced,"We were here on a Saturday evening and the food was served quickly and delicious. 

Before starting into a muscial near Times Square or the night life of Hells's Kitchen it's a good option to dine here.",Families,Bareburger
1378,Brent W,17-Feb,Great place for a lunch or dinner in theater district,"$50 for two burgers, shared fries and a shared shake.  It was all delicious, especially the peanut butter and dark chocolate shake.  

Don't order the ""sharing size"" fries unless there's 3-4 of you, it's an upsell otherwise.  

I give them kudos for have a good...More",Business,Bareburger
1379,JosephP_11,17-Jan,Reliable with plenty gluten free options,Great menu with lots of delicious choices.  Especially good place for conversation and a good place to meet due to relaxed and quiet atmosphere.  Plenty of options for vegetarians and good choices of wine and beer.  Handy for a pre- or post theater dinner.,Couples,Bareburger
1380,lozzarose,17-Feb,Glad we found it!,gluten free buns and veggie and meat patties.   It is reliably good and service is efficient and friendly,Families,Bareburger
1381,shantifairy,17-Jan,Beautiful organic burger <U+0001F354> ,"Saw this place online but didn't manage to get to it the day we wanted to. Just so happened to be walking one day and we stumbled across it and decided to have lunch, boy am I glad we did! 
You can chose to either...More",Families,Bareburger
1382,Michael-James_Lee,17-Jan,Decent Burgers,"Fantastic food!
Beautiful burger, nice decor, quick and easy; a little on the pricy side for buger and fries but unlike some other here in NYC, the food of this place got easily digested!
They use all organic food and there is even a paper...More",Couples,Bareburger
1383,Mange2teTA,16-Dec,"Great location, early lunch: no wait!","A nice little bar/restaurant specializing in DIY burgers, amongst a buzzy atmosphere, the service here was very good with decent tasting burgers overall",Families,Bareburger
1384,Stephaniedawson,16-Dec,Great!,"Since it's so close to Times Square, this is a great location to grab an early lunch (after getting your TKTS). We arrived just after opening and there was no wait, the service was efficient, the food delicious (although the burgers are a bit small)...More",Friends,Bareburger
1385,502ericaf,16-Jul,meh really,Really good burger at a good price! We were freezing cold and damp on a snowy evening in NYC we were welcomed to wait for a table at the bar (we had not booked) within 20 min the guys opened up a new area upstairs...More,Business,Bareburger
1386,MoRevue,16-Dec,Really good!,"another idea of trendy place that make it because of the Southern style and the Southern charm if you are into burgers just go and give it a try on the bison burger and let me know if you share the concerns i do, just...More",Families,Bareburger
1387,GlobalTraveller81,16-Dec,Bareburger at it's best,"The Food was really good here and it was very close to Time Square. The service was fast and it was close to our hotel (Millennium Broadway)! 
The <U+0001F354>burgers were cooked well, onion rings were<U+263A><U+FE0F> and my little one loves the milk shake!",Business,Bareburger
1388,_KeeptheFaith450_,16-Dec,Healthy andy happ,"I have always been big fan of Bareburger. While beeing on business in NYC, stopped to check out this new place.Really cozy place, good food, excellent service! Trully worth of stopping by-",Friends,Bareburger
1389,Aibutiej,16-Dec,Good unusual burgers and more,"Great food,cosy atmosphere,excellent service. A welcome refuge from the hectic Times Square tourist scene.Not your average burger joint.Plenty of choice for vegetarians and carnivores alike.Unusual options and plenty of fresh,tasty fare.",Couples,Bareburger
1390,RBfromMass,16-Dec,Great burger selections and beverages,"This place is clearly popular; we had to wait to get seated when we went there for lunch on Dec. 26. And then we had a bit of wait to get our food. If you are in a rush, this might not be the best...More",Friends,Bareburger
1391,josephdtraveler,20-Jan,Wonderful ,This place is amazing and wonderful burgers are fantastic. You will not find better nearby. Highly recommended. Small plane and busy for good reason. Tap beer is great too. Would go here again. Love this place!,Business,Black Iron Burger
1392,Beth M,20-Feb,Solid burgers in a small chain restaurant,I popped in here for lunch and had a burger and fries that were quite yummy given that this is a chain.  Very juicy.  I sat at the bar and service was good.,Families,Black Iron Burger
1393,freerangeegg1989,20-Mar,Best Fries ever!,We visited New York for 7 days and both agreed this was the best food we had there! The loaded fries were so good! Brooklyn lager was also really nice! If we hadn’t visited here on our last night we would visit again!,Couples,Black Iron Burger
1394,rbennett1993,20-Mar,Amazing Burger & Wings!,"We found the restaurant on a whim when sitting in  a bar looking for somewhere to eat and it certainly didn't disappoint. Only a 10 minute walk from times square and had happy hour going on!
We had chipotle bbq wings to share, then a...burger each (bib chicken burger and little Italy burger) and sides (french fries with cajun spice and bib bravas). Absolutely delicious and so tasty, 100% filling. 
Happy hour deals where also brilliant, great atmosphere and staff were brilliant!More",Families,Black Iron Burger
1395,raniandjames,20-Mar,"Excellent food, great service!","Came across this restaurant on trip advisor so thought we’d try it out. It did not disappoint! One of the best meals we had in NY! Was exactly what we were looking for. We had chipotle bbq wings which were some of the best wings...we’ve ever had, a burger which was also great and the garlic fries which were amazing! Everything was cooked well and tasted great! The restaurant is pretty small so probably best to book a table if you can - especially on weekends, also request a table towards the back as we sat very near the front door so was pretty cold. 

The food is a little expensive - a double cheese burger was $15 with no fries, but was worth it.

The staff were very friendly and went out of their way to make sure everything was ok. Would definitely visit this place again next time we are in NYC!More",Couples,Black Iron Burger
